sample_name	target_intended	stratum	canonical_smiles	leakage_class	max_tanimoto_to_training	max_tanimoto_to_approved	iptm	interface_pae_min	intended_target_rank	intended_target_cosine	top10_off_target_genes	top10_off_target_cosines	top10_off_target_ranks	max_off_target_cosine	n_other_decoder_targets_in_top50	qed	mw	logp	ro5_compliant
dec_EGFR_0342	EGFR	top_cosine	CCC(C)(C)CNc1c(C#N)cnc2c(C#N)cc(NC(C3=CN(C4(C(F)F)CC4)NN3)c3ccc(Cl)c4cnccc34)cc12	C	0.809	0.1349	0.79	4.23	1	0.2665	EGFR;Egfr;ERBB2;ERBB4;Erbb2;ERBB3;PALS1;YARS1;Asic2;DLG1	0.2665;0.2564;0.2471;0.2370;0.2366;0.2304;0.1364;0.1350;0.1349;0.1338	1;3;4;32;33;46;81;82;83;84	0.2665	0	0.1451	628.13	7.145	False
dec_EGFR_0343	EGFR	scaffold_div	CN1CCC[C@H]1/C=C/C(=O)Nc1cc2c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c(C#N)cnc2cc1OCCBr	C	0.8817	0.3684	0.97	1.05	3	0.2643	ERBB3;ERBB4;EGFR;Egfr;Erbb2;ERBB2;BLK;Blk;PTK6;Src	0.2736;0.2715;0.2643;0.2632;0.2623;0.2571;0.1923;0.1891;0.1850;0.1839	1;2;3;5;6;7;82;83;85;86	0.2736	1	0.1328	661.99	6.84	False
dec_EGFR_0344	EGFR	scaffold_div	CN1CCc2c(cnn2C)-c2cc(Nc3ncc(F)c(Nc4ccc5nccnc5c4P(C)(C)=O)n3)c(OCBr)cc21	C	0.663	0.2119	0.98	1.07	1	0.2908	EGFR;Egfr;ERBB3;Erbb2;ERBB4;ERBB2;MAP2K1;Igf1r;INSRR;IGF1R	0.2908;0.2647;0.2599;0.2465;0.2455;0.2386;0.2098;0.2025;0.2017;0.2014	1;51;76;77;78;79;81;84;85;86	0.2908	4	0.1742	652.47	5.418	False
dec_EGFR_0345	EGFR	scaffold_div	O=C(CCS)Nc1ccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2c1	C	0.7812	0.375	0.98	1.03	4	0.2792	ERBB3;ERBB4;Erbb2;EGFR;ERBB2;Egfr;KDR;PIP4K2A;RIPK2;MYO3B	0.3085;0.2865;0.2853;0.2792;0.2790;0.2633;0.1959;0.1798;0.1768;0.1762	1;2;3;5;6;17;91;96;97;99	0.3085	3	0.3075	465.97	5.259	False
dec_EGFR_0346	EGFR	scaffold_div	Cn1c(=O)oc2cc3ncnc(Nc4ccc(Cl)c(CP)c4)c3cc21	C	0.5634	0.378	0.96	1.42	3	0.2881	ERBB3;Erbb2;EGFR;ERBB2;ERBB4;WEE1;Egfr;PTK6;CLK4;Clk4	0.2987;0.2939;0.2881;0.2871;0.2839;0.2653;0.2620;0.2571;0.2357;0.2336	1;3;4;5;6;78;82;86;96;100	0.2987	1	0.5529	372.75	3.847	True
dec_EGFR_0347	EGFR	scaffold_div	O=C(C=CO)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)nc32)c1	C	0.5663	0.3486	0.96	1.18	2	0.2676	ERBB4;EGFR;Egfr;ERBB3;Erbb2;FLT3;ERBB2;IGF1R;KDR;INSR	0.2680;0.2676;0.2620;0.2603;0.2548;0.2539;0.2526;0.2513;0.2369;0.2253	1;2;5;8;34;56;78;82;83;93	0.2680	6	0.1726	558.96	5.301	False
dec_EGFR_0348	EGFR	scaffold_div	CN(C)C/C=C/C(=O)Nc1cccc(Oc2nc(Nc3ccc(C4CCN(C)CC4)cc3OCBr)ncc2Cl)c1	C	0.7143	0.3509	0.95	1.41	2	0.2620	Egfr;EGFR;ERBB3;ERBB2;ERBB4;Erbb2;Blk;BLK;Fgr;FES	0.2624;0.2620;0.2609;0.2571;0.2512;0.2493;0.2322;0.2279;0.2124;0.2086	1;2;4;5;6;7;79;81;83;84	0.2624	4	0.1897	629.99	6.263	False
dec_EGFR_0349	EGFR	scaffold_div	C[C@@H](Nc1ncnc2[nH]c(-c3cccc(/C=C/c4cccnc4)c3)c(-c3cccc(NC(=O)C=CP)c3)c12)c1ccccc1	C	0.4773	0.188	0.96	1.09	2	0.2615	ERBB2;EGFR;Egfr;ERBB3;INSR;Erbb2;ERBB4;IGF1R;BTK;Btk	0.2635;0.2615;0.2598;0.2573;0.2551;0.2545;0.2533;0.2399;0.2346;0.2336	1;2;3;5;6;7;8;12;37;48	0.2635	4	0.1155	594.66	8.358	False
dec_EGFR_0350	EGFR	scaffold_div	CC=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(OC)c(OC)c3)ncc2C(F)(F)F)c1	C	0.6667	0.2549	0.95	1.41	4	0.2655	ERBB3;Erbb2;ERBB2;EGFR;ERBB4;Egfr;BLK;Blk;Btk;BTK	0.2793;0.2719;0.2704;0.2655;0.2610;0.2575;0.2461;0.2328;0.2182;0.2169	1;2;3;4;8;9;51;82;83;86	0.2793	2	0.4127	474.44	5.563	False
dec_EGFR_0358	EGFR	scaffold_div	CCc1ccc(C2=NN(C(N)=S)C(c3ccc(Cl)c(Cl)c3)C2)cc1	C	0.6604	0.1531	0.87	3.15	3	0.2608	ERBB3;ERBB4;EGFR;Egfr;PTK2B;ERBB2;Erbb2;G6PD;BCL2;EPS15	0.2668;0.2658;0.2608;0.2553;0.2487;0.2363;0.2342;0.2277;0.2246;0.2243	1;3;4;59;71;79;80;87;88;89	0.2668	0	0.7687	378.33	4.951	True
dec_EGFR_0359	EGFR	scaffold_div	O=C(C#CCCO)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	C	0.8704	0.3425	0.97	1.16	4	0.2581	ERBB4;ERBB3;Erbb2;EGFR;ERBB2;Egfr;TEK;KDR;FGFR1;EPHB4	0.2866;0.2790;0.2692;0.2581;0.2567;0.2539;0.1962;0.1942;0.1867;0.1848	1;2;3;4;5;7;82;83;88;89	0.2866	3	0.5728	411.26	3.46	True
dec_EGFR_0361	EGFR	scaffold_div	CC(C)(CS)CNc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C4(C(F)F)CC4)NN3)c3cccc4cnccc34)c(OCCF)c12	C	0.6827	0.1351	0.88	2.71	1	0.2577	EGFR;Egfr;ERBB2;Erbb2;ERBB3;ERBB4;GOPC;Dnmt1;PALS1;OPRM1	0.2577;0.2469;0.2389;0.2295;0.2225;0.2193;0.1440;0.1396;0.1356;0.1341	1;3;4;26;44;49;81;83;84;85	0.2577	0	0.094	683.2	7.141	False
dec_EGFR_0363	EGFR	scaffold_div	C[C@@H](Nc1ncnc2[nH]c(-c3ccccc3OCO)cc12)c1ccccc1	C	0.8269	0.2179	0.97	1.24	1	0.2669	EGFR;ERBB3;Erbb2;Egfr;ERBB2;ERBB4;Kdr;CSF1R;CHEK2;KDR	0.2669;0.2663;0.2550;0.2538;0.2495;0.2315;0.2210;0.2165;0.2145;0.2054	1;4;73;76;79;80;81;82;83;115	0.2669	4	0.4505	360.42	4.127	True
dec_EGFR_0370	EGFR	scaffold_div	O=C(C=CBr)Nc1cccc(Nc2nc(Nc3ccc(CN4CCCC4)c(F)c3)ncc2F)c1	C	0.6216	0.3333	0.96	1.24	4	0.2530	ERBB3;Egfr;ERBB4;EGFR;ERBB2;Erbb2;JAK2;MAP3K7;BTK;KDR	0.2601;0.2545;0.2536;0.2530;0.2422;0.2390;0.2036;0.1976;0.1965;0.1953	1;2;3;4;7;9;82;85;92;103	0.2601	7	0.3258	529.39	5.685	False
dec_EGFR_0371	EGFR	scaffold_div	NCOc1ccc(C2CC(c3ccc(Cl)cc3)=NN2c2nc(-c3ccc(C(=O)O)cc3)cs2)cc1	C	0.6615	0.1441	0.79	4.67	4	0.2524	SNRNP200;Dusp6;ERBB4;EGFR;DUSP26;PDE5A;Egfr;Pde5a;DUSP3;CHEK2	0.2958;0.2581;0.2568;0.2524;0.2512;0.2480;0.2448;0.2442;0.2399;0.2335	1;4;5;6;7;9;11;12;14;15	0.2958	0	0.3078	505.0	5.812	False
dec_EGFR_0373	EGFR	scaffold_div	BrCNc1ccc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2c1	C	0.6667	0.3284	0.98	1.11	5	0.2550	ERBB3;Erbb2;ERBB4;ERBB2;EGFR;Egfr;RIPK2;KDR;NTRK3;PIP4K2A	0.2847;0.2677;0.2668;0.2576;0.2550;0.2487;0.1896;0.1880;0.1875;0.1830	1;2;3;5;6;9;89;91;93;98	0.2847	1	0.2986	421.3	5.93	False
dec_EGFR_0375	EGFR	scaffold_div	C[C@@H](Nc1ncnc2sc(-c3ccc(OCF)c(O)c3)cc12)c1ccccc1	C	0.629	0.2169	0.96	1.21	2	0.2518	ERBB3;EGFR;Egfr;ERBB2;Erbb2;ERBB4;PIP4K2C;CRACR2A;CDK2;FYN	0.2608;0.2518;0.2518;0.2491;0.2480;0.2341;0.1965;0.1892;0.1864;0.1856	1;3;4;7;9;79;81;82;83;84	0.2608	0	0.4484	395.46	5.543	False
dec_EGFR_0376	EGFR	mid_cosine	CN1CCc2c(cnn2C)-c2cc(Nc3ncc(Br)c(Nc4ccc5nccnc5c4N(C)S(C)(=O)=O)n3)c(OCO)cc21	C	0.7609	0.2276	0.98	1.1	1	0.2779	EGFR;Egfr;ERBB3;ERBB4;Erbb2;ERBB2;ABL;PTK2;Ptk2;MAP2K1	0.2779;0.2542;0.2513;0.2389;0.2355;0.2299;0.2209;0.2135;0.2134;0.2104	1;8;10;77;78;79;80;82;83;84	0.2779	3	0.2036	681.58	3.787	False
dec_EGFR_0378	EGFR	mid_cosine	BrCNc1ccc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2c1	C	0.6667	0.3284	0.98	1.11	5	0.2550	ERBB3;Erbb2;ERBB4;ERBB2;EGFR;Egfr;RIPK2;KDR;NTRK3;PIP4K2A	0.2847;0.2677;0.2668;0.2576;0.2550;0.2487;0.1896;0.1880;0.1875;0.1830	1;2;3;5;6;9;89;91;93;98	0.2847	1	0.2986	421.3	5.93	False
dec_EGFR_0380	EGFR	mid_cosine	C[C@@H](Nc1ncnc2sc(-c3ccc(OCF)c(O)c3)cc12)c1ccccc1	C	0.629	0.2169	0.96	1.21	2	0.2518	ERBB3;EGFR;Egfr;ERBB2;Erbb2;ERBB4;PIP4K2C;CRACR2A;CDK2;FYN	0.2608;0.2518;0.2518;0.2491;0.2480;0.2341;0.1965;0.1892;0.1864;0.1856	1;3;4;7;9;79;81;82;83;84	0.2608	0	0.4484	395.46	5.543	False
dec_F11_0387	F11	top_cosine	O=C1C=C(c2c(-n3cnnn3)ccc(Cl)c2F)C[C@H]2CC[C@@H](c3nc(-c4ccnc(CNP)c4F)c[nH]3)N12	C	0.8161	0.1324	0.98	0.86	1	0.3800	F11;KLKB1;Klkb1;TMPRSS11D;Plg;PLG;PLAT;Plat;MAB21L1;SLC33A1	0.3800;0.2349;0.2021;0.1865;0.1726;0.1625;0.1597;0.1568;0.1559;0.1485	1;39;41;42;53;54;56;58;59;61	0.3800	1	0.3477	555.92	3.778	False
dec_F11_0388	F11	top_cosine	O=C1C=C(c2c(-n3cnnn3)ccc(Cl)c2F)C[C@H]2CC[C@H](c3ccc(-c4ccc(CNF)nc4F)cc3)N12	C	0.6517	0.1395	0.96	0.89	1	0.3710	F11;KLKB1;Klkb1;TMPRSS11D;mdm2;fedF;RBL1;RB1;SUMO1;MDM4	0.3710;0.2367;0.2021;0.1850;0.1703;0.1582;0.1563;0.1519;0.1437;0.1435	1;39;41;42;48;62;63;64;67;68	0.3710	0	0.2633	551.96	5.149	False
dec_F11_0389	F11	top_cosine	O=C1C=C(c2c(-n3cnnn3)ccc(Cl)c2F)C[C@H]2CC[C@H](c3ncc(-c4ccc(OCS)nc4F)[nH]3)N12	C	0.8148	0.1364	0.97	0.86	1	0.3674	F11;KLKB1;Klkb1;TMPRSS11D;Plg;GPR18;mdm2;GART;SLC33A1;PLG	0.3674;0.2387;0.2047;0.1953;0.1574;0.1501;0.1463;0.1461;0.1429;0.1410	1;39;41;42;53;57;59;60;66;67	0.3674	0	0.2081	556.99	4.165	False
dec_F11_0390	F11	top_cosine	O=C(Nc1ccc(-c2cnc(C3(O)CCc4cc(-c5cc(Cl)ccc5-n5cnnn5)c[n+]([O-])c43)[nH]2)cc1)OCP	C	0.8588	0.2	0.98	0.84	1	0.3718	F11;KLKB1;EIF2AK4;TMPRSS11D;Klkb1;Eif4e3;gag-pol;ABO;GART;Rnasel	0.3718;0.2557;0.2139;0.2110;0.1971;0.1961;0.1950;0.1908;0.1889;0.1888	1;39;52;53;58;60;61;64;67;68	0.3718	0	0.1572	576.94	3.569	False
dec_F11_0391	F11	top_cosine	NCc1cc(C(C[C@H]2CC[C@H](C(=O)O)CC2)c2ccc(-c3c(C(F)F)ccc(Cl)c3F)c[n+]2[O-])cnc1N1C[C@H]2C[C@H]2C1=O	C	0.4649	0.1214	0.92	1.4	1	0.3679	F11;KLKB1;Klkb1;mdm2;GPX4;MDM4;PRSS1;TMPRSS11D;secA;PLAU	0.3679;0.3143;0.2588;0.2321;0.2243;0.2215;0.2195;0.2128;0.2126;0.2123	1;39;41;53;63;65;69;82;83;85	0.3679	1	0.2224	629.08	5.967	False
dec_F11_0392	F11	top_cosine	O=C(Nc1ccc(-c2cnc([C@]3(O)CCc4cc(-c5cc(Cl)ccc5-n5cnnn5)c[n+]([O-])c43)[nH]2)cc1)OCCBr	C	0.8864	0.1985	0.98	0.87	1	0.3654	F11;KLKB1;ABO;GART;cren-1;purN;MDM4;TMPRSS11D;secA;fedF	0.3654;0.2375;0.2372;0.2303;0.2274;0.2141;0.2126;0.2122;0.2100;0.2077	1;39;40;47;53;61;63;65;69;71	0.3654	0	0.1366	637.88	4.132	False
dec_F11_0393	F11	top_cosine	O=C1C=C(c2c(-n3cnnn3)ccc(Cl)c2F)C[C@H]2CC[C@@H](c3ncc(-c4ccc(NCO)nc4F)[nH]3)N12	C	0.8537	0.1515	0.98	0.84	1	0.3576	F11;KLKB1;Klkb1;TMPRSS11D;LGALS4;MAB21L1;Lgals4;fedF;RB1;mdm2	0.3576;0.2230;0.1862;0.1753;0.1488;0.1443;0.1425;0.1410;0.1393;0.1393	1;39;41;42;53;54;55;56;57;58	0.3576	1	0.2507	539.93	3.26	False
dec_F11_0394	F11	top_cosine	COc1cn(C(CCOCP)C(=O)Nc2ccc(C(=O)O)cc2)c(=O)cc1-c1cc(Cl)ccc1C#N	C	0.8571	0.3922	0.97	0.9	1	0.3560	F11;KLKB1;Klkb1;Stat3;STAT3;HSPA5;TPSG1;CCL11;MDM4;CRBN	0.3560;0.3269;0.2760;0.2276;0.2275;0.2258;0.2138;0.2073;0.2056;0.2002	1;4;41;42;43;44;51;52;53;65	0.3560	0	0.2987	527.9	4.166	False
dec_F11_0397	F11	top_cosine	O=C(NO)c1ccc(NC(=O)C(CC2CC2)c2ccc(-c3c(C(F)F)ccc(Cl)c3F)c[n+]2[O-])cc1	C	0.8507	0.15	0.96	1.01	1	0.3516	F11;KLKB1;MDM4;Klkb1;PRSS1;mdm2;PLAU;SUMO1;F7;MDM2	0.3516;0.3020;0.2586;0.2426;0.2420;0.2386;0.2178;0.2157;0.2146;0.2142	1;39;52;66;67;68;109;110;113;115	0.3516	0	0.1612	519.91	5.359	False
dec_F11_0399	F11	top_cosine	CC(C)OCC[C@@H](C(=O)Nc1ccc(C(=O)O)cc1)n1cc(OCP)c(-c2cc(Cl)ccc2C#N)cc1=O	C	0.7368	0.3333	0.97	0.88	1	0.3484	F11;KLKB1;Klkb1;TMPRSS11D;MDM4;ELANE;F10;Cfd;CTSG;PRSS1	0.3484;0.2753;0.2463;0.2091;0.1980;0.1975;0.1929;0.1845;0.1827;0.1825	1;39;41;42;48;50;69;73;74;75	0.3484	0	0.3202	555.96	4.945	False
dec_F11_0400	F11	top_cosine	O=C1C=C(c2c(-n3cnnn3)ccc(Cl)c2F)CC2CC[C@@H](c3ncc(-c4ccnc(NP)c4)[nH]3)N12	C	0.8353	0.1353	0.97	0.86	1	0.3487	F11;MAB21L1;KLKB1;TMPRSS11D;Klkb1;Plg;PLG;PLAT;Plat;RNASEL	0.3487;0.2076;0.1899;0.1829;0.1822;0.1800;0.1773;0.1698;0.1643;0.1560	1;39;40;41;42;44;45;47;49;57	0.3487	0	0.3801	523.9	3.961	False
dec_F11_0401	F11	top_cosine	O=C(O)c1ccc(NC(=O)C(CCOCF)n2cc3c(cc2=O)-c2cc(Cl)ccc2CC2(CC2)NC3=O)cc1	C	0.84	0.2946	0.97	0.85	1	0.3467	F11;KLKB1;Klkb1;MDM4;mdm2;F3;TMPRSS11D;TPSG1;spvC;TMIGD3	0.3467;0.3005;0.2293;0.2225;0.2058;0.1883;0.1868;0.1824;0.1793;0.1772	1;4;41;42;56;57;63;68;74;79	0.3467	0	0.3589	553.97	4.199	False
dec_F11_0402	F11	top_cosine	O=C(O)c1ccc(NC(=O)C(CCOCP)n2cc3c(cc2=O)-c2cc(Cl)ccc2CC2(CC2)NC3=O)cc1	C	0.84	0.2832	0.96	0.94	1	0.3461	F11;KLKB1;MDM4;Klkb1;mdm2;RPA1;TMPRSS11D;GPX4;F3;PRSS1	0.3461;0.3136;0.2404;0.2378;0.2315;0.2100;0.2100;0.2085;0.2042;0.2039	1;4;41;48;55;75;76;77;94;95	0.3461	0	0.2778	567.97	4.105	False
dec_F11_0403	F11	top_cosine	COC1(c2ncc(-c3ccc(NC(=O)OCN)nc3)[nH]2)CCc2cc(-c3cc(Cl)ccc3-n3cnnn3)c[n+]([O-])c21	C	0.7826	0.2197	0.98	0.85	1	0.3490	F11;KLKB1;Klkb1;SUMO1;MDM4;INSR;NEK2;TMPRSS11D;mdm2;IGF1R	0.3490;0.2740;0.2234;0.1948;0.1876;0.1848;0.1797;0.1700;0.1693;0.1692	1;39;41;54;55;56;66;73;74;75	0.3490	0	0.1481	574.99	2.702	False
dec_F11_0404	F11	top_cosine	Cn1nccc1CC(C(=O)Nc1ccc(C(=O)O)cc1)n1cc(OCP)c(-c2cc(Cl)ccc2-c2cnco2)cc1=O	C	0.6824	0.3217	0.97	0.91	1	0.3456	F11;KLKB1;Klkb1;MDM4;mdm2;SUMO1;prpC;PTDSS1;TMPRSS11D;FNTA	0.3456;0.3034;0.2472;0.2223;0.2174;0.1904;0.1868;0.1767;0.1759;0.1738	1;37;41;42;54;66;72;78;79;80	0.3456	0	0.2144	605.98	4.889	False
dec_F11_0407	F11	top_cosine	O=C1C=C(c2c(-n3cnnn3)ccc(Cl)c2F)C[C@H]2CC[C@@H](c3ncc(-c4ccc(OCF)nc4Cl)[nH]3)N12	C	0.8072	0.1353	0.97	0.85	1	0.3466	F11;KLKB1;TMPRSS11D;Klkb1;MAB21L1;mdm2;Akap7;fedF;RB1;SLC33A1	0.3466;0.2120;0.1858;0.1728;0.1424;0.1419;0.1334;0.1323;0.1264;0.1246	1;39;41;42;55;56;61;68;69;70	0.3466	0	0.3403	559.36	4.719	False
dec_F11_0409	F11	top_cosine	O=C(Nc1ccc(-c2cnc(C3(O)CCc4cc(-c5c(C(F)F)ccc(Cl)c5F)c[n+]([O-])c43)[nH]2)cc1)OCP	C	0.7416	0.1418	0.98	0.88	1	0.3484	F11;EIF2AK4;INSR;IGF1R;KLKB1;BTK;TMPRSS11D;ARF6;MYO3A;GART	0.3484;0.2637;0.2497;0.2447;0.2407;0.2324;0.2093;0.2088;0.2086;0.2063	1;39;41;42;53;67;86;87;88;90	0.3484	3	0.1554	576.9	5.67	False
dec_F11_0412	F11	top_cosine	CCOC(=O)Nc1ccc(-c2cnc([C@@H]3CC[C@@H]4CC(c5c(-n6cnnn6)ccc(Cl)c5F)=CC(=O)N43)[nH]2)cc1	C	0.8824	0.1894	0.98	0.84	1	0.3431	F11;KLKB1;Klkb1;PLG;Plg;mdm2;TMPRSS11D;PLAT;BTN3A1;Plat	0.3431;0.2267;0.1954;0.1916;0.1895;0.1880;0.1758;0.1700;0.1593;0.1569	1;39;40;42;44;45;55;56;67;69	0.3431	0	0.3404	562.99	4.933	False
dec_F11_0413	F11	top_cosine	CC(C)(C)OCCC(C(=O)Nc1ccc(C(=O)O)cc1)n1cc(OCP)c(-c2cc(Cl)ccc2C#N)cc1=O	C	0.7468	0.3426	0.97	0.88	1	0.3417	F11;KLKB1;Klkb1;MDM4;TPSG1;PLG;mdm2;F10;TMPRSS11D;Cfd	0.3417;0.3112;0.2654;0.2244;0.2031;0.1941;0.1928;0.1918;0.1790;0.1781	1;4;41;43;62;68;71;72;86;88	0.3417	0	0.3153	569.98	5.335	False
dec_F11_0414	F11	top_cosine	COc1cn(C(CCOCP)C(=O)Nc2ccc(C(=O)O)cc2)c(=O)cc1-c1cc(Cl)ccc1-c1nnc(C(F)F)o1	C	0.8734	0.3981	0.97	0.88	1	0.3409	F11;KLKB1;Klkb1;TPSG1;CCL11;prpC;HSPA5;TMPRSS2;F10;Plg	0.3409;0.3262;0.2634;0.1914;0.1888;0.1859;0.1743;0.1722;0.1704;0.1698	1;4;41;43;44;45;46;48;53;56	0.3409	0	0.1595	620.93	5.282	False
dec_F11_0415	F11	top_cosine	NCOc1ccc(-c2cnc([C@@H]3CC[C@@H]4CC(c5c(-n6cnnn6)ccc(Cl)c5F)=CC(=O)N43)[nH]2)c(F)n1	C	0.8171	0.1515	0.97	0.88	1	0.3408	F11;PLG;Plg;PLAT;KLKB1;Klkb1;Plat;TMPRSS11D;FFAR1;PTPRA	0.3408;0.2451;0.2440;0.2113;0.2018;0.1998;0.1975;0.1900;0.1659;0.1653	1;39;40;43;44;45;46;47;53;54	0.3408	0	0.281	539.93	3.193	False
dec_F11_0417	F11	top_cosine	CCOC(=O)Nc1ccc(-c2cnc(C3(O)CCc4cc(-c5cc(Cl)ccc5-n5cnnn5)c[n+]([O-])c43)[nH]2)cc1	C	0.881	0.2188	0.98	0.83	1	0.3448	F11;KLKB1;Klkb1;SUMO1;MDM4;mdm2;MDM2;PLAT;gag-pol;mdm4	0.3448;0.2420;0.1994;0.1971;0.1901;0.1887;0.1663;0.1617;0.1586;0.1566	1;39;52;53;54;57;79;81;83;84	0.3448	0	0.2098	558.99	3.757	False
dec_F11_0418	F11	top_cosine	CCOC(=O)c1ccc(NC(=O)C(CCCP)n2cc(OC)c(-c3cc(Cl)ccc3C#N)cc2=O)cn1	C	0.716	0.3925	0.95	1.04	1	0.3406	F11;KLKB1;Klkb1;mdm2;PRSS1;TMPRSS11D;MDM4;TPSG1;GPX4;F2R	0.3406;0.2978;0.2547;0.1974;0.1941;0.1934;0.1890;0.1790;0.1786;0.1745	1;39;41;54;55;56;86;104;105;109	0.3406	0	0.2974	540.94	4.456	False
dec_F11_0419	F11	top_cosine	COc1cn(C(CCP)C(=O)Nc2ccc(C(=O)O)cc2)c(=O)cc1-c1cc(Cl)ccc1-c1cnco1	C	0.8649	0.3981	0.97	0.91	1	0.3372	F11;KLKB1;Klkb1;TMPRSS11D;MDM4;SUMO1;TPSG1;tyrS;dpp11;Cfd	0.3372;0.2795;0.2262;0.2073;0.2006;0.1982;0.1969;0.1868;0.1855;0.1854	1;39;41;42;48;50;56;69;72;73	0.3372	0	0.2876	539.91	4.976	False
dec_F11_0422	F11	top_cosine	CC(C(=O)Nc1ccc(C(=O)NCc2ccc(CN)cc2)c(CCl)c1)n1cc(-c2cc(Cl)ccc2C#N)cn1	C	0.4333	0.2479	0.79	3.49	2	0.3349	KLKB1;F11;Klkb1;PRSS1;Cfd;Tpsb2;TPSG1;Plg;TMPRSS2;F10	0.3599;0.3349;0.3185;0.2460;0.2290;0.2236;0.2173;0.2159;0.2136;0.2130	1;2;6;43;74;75;77;78;79;80	0.3599	0	0.236	561.47	5.402	False
dec_F11_0423	F11	top_cosine	Cc1nc(CF)cnc1-c1cnc([C@@H]2CCC3CC(c4c(-n5cnnn5)ccc(Cl)c4F)=CC(=O)N32)[nH]1	C	0.7294	0.1259	0.97	0.88	1	0.3344	F11;KLKB1;Klkb1;Plg;mdm2;PLG;PLAT;TMPRSS11D;Plat;MDM2	0.3344;0.2314;0.1967;0.1889;0.1785;0.1756;0.1639;0.1531;0.1407;0.1247	1;39;41;42;43;45;50;57;60;68	0.3344	0	0.4207	523.94	3.932	False
dec_F11_0426	F11	top_cosine	O=C(Nc1ccc(-c2cnc(C3(O)CCc4cc(-c5cc(Cl)ccc5-n5cnnn5)c[n+]([O-])c43)[nH]2)cc1)OCBr	C	0.8795	0.2031	0.98	0.84	1	0.3385	F11;KLKB1;ABO;Eif4e3;GART;TMPRSS11D;gag-pol;cren-1;RNASEL;PTPRB	0.3385;0.2199;0.2174;0.2128;0.1943;0.1940;0.1906;0.1868;0.1859;0.1842	1;44;46;58;63;64;66;67;70;71	0.3385	0	0.145	623.86	4.089	False
dec_F11_0427	F11	top_cosine	CC(=O)c1ccc(Cl)cc1-c1cc(=O)n(C(Cc2cccnc2)C(=O)Nc2ccc(C(=O)O)cc2)cc1OCF	C	0.8553	0.3738	0.97	0.85	1	0.3322	F11;KLKB1;Klkb1;TMPRSS11D;CTRB2;SUMO1;CTRB1;NS5B;PIN1;Klk7	0.3322;0.2627;0.2193;0.2010;0.1992;0.1976;0.1971;0.1966;0.1911;0.1873	1;39;41;49;54;55;56;57;61;62	0.3322	0	0.254	563.97	5.193	False
dec_F11_0429	F11	top_cosine	O=C(Nc1ccc(-c2cnc([C@H]3CC[C@@H]4CC(c5c(-n6cnnn6)ccc(Cl)c5F)=CC(=O)N43)[nH]2)cc1)OCF	C	0.8706	0.1729	0.98	0.84	1	0.3322	F11;PLG;Plg;KLKB1;TMPRSS11D;PLAT;Klkb1;Plat;PTPRA;HA	0.3322;0.2010;0.1991;0.1987;0.1959;0.1848;0.1802;0.1688;0.1621;0.1608	1;39;41;42;43;45;46;47;49;50	0.3322	0	0.3413	566.96	4.84	False
dec_F11_0433	F11	top_cosine	Cc1nc(NC(=O)OCF)ccc1-c1cnc(C2(O)CCc3cc(-c4cc(Cl)ccc4-n4cnnn4)c[n+]([O-])c32)[nH]1	C	0.7245	0.1985	0.98	0.83	1	0.3348	F11;KLKB1;Klkb1;MDM4;mdm2;SUMO1;NEK2;TMPRSS11D;GART;E2	0.3348;0.2441;0.2028;0.1926;0.1789;0.1738;0.1665;0.1622;0.1564;0.1548	1;39;41;47;66;71;77;78;79;82	0.3348	0	0.202	577.96	3.367	False
dec_F11_0435	F11	top_cosine	O=C(Nc1ccc(-c2cnc([C@@H]3CCC4CC(c5c(-n6cnnn6)ccc(Cl)c5F)=CC(=O)N43)[nH]2)c(F)c1)C1CC1CF	C	0.7263	0.1985	0.98	0.84	1	0.3314	F11;KLKB1;Klkb1;Plg;PLG;PLAT;TMPRSS11D;Plat;MAP4K4;PTPRA	0.3314;0.1955;0.1879;0.1852;0.1824;0.1664;0.1614;0.1557;0.1518;0.1477	1;39;40;41;42;46;47;48;54;55	0.3314	0	0.3029	609.01	5.048	False
dec_F11_0438	F11	scaffold_div	COc1cn(C(CCP)C(=O)Nc2ccc(-c3nnc(C(F)F)[nH]3)cn2)c(=O)cc1-c1cc(Cl)ccc1C#N	C	0.5816	0.3628	0.96	1.01	1	0.3295	F11;KLKB1;Klkb1;prpC;CDA;TMPRSS11D;SSE1;Cfd;TPSG1;TMIGD3	0.3295;0.2763;0.2224;0.1706;0.1703;0.1608;0.1558;0.1545;0.1387;0.1384	1;6;41;48;49;55;56;57;59;60	0.3295	0	0.2797	571.91	4.612	False
